pdf_link,pdf_year,row_id,Receiver,From,Justification,Gift,Disposition,Gift_Rec_Date,Value_USD
http://www.state.gov/documents/organization/125713.pdf,2008,17.8,"White House Staff Member. Bolten, Joshua B.","His Excellency Jalal Talabani, President of the Republic of Iraq.",Non-acceptance would cause embarrassment to donor and U.S. Government.,37″ × 58″ yellow and burgundy woven rug with floral design,Transferred to General Services Administrations.,2008-12-14,"1,800.00"
http://www.state.gov/documents/organization/125713.pdf,2008,17.81,"White House Staff Member. Bolten, Joshua B.","His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Pair of black platinum plated Delta pens with ink and leather case,Transferred to General Services Administrations.,2008-06-12,480.00
http://www.state.gov/documents/organization/125713.pdf,2008,17.82,"White House Staff Member. Bolten, Joshua B.","His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,7″ gold vermeil horse on a green marble stand,Transferred to General Services Administrations.,2008-01-14,500.00
http://www.state.gov/documents/organization/125713.pdf,2008,17.83,"White House Staff Member. Bolten, Joshua B.","His Highness Sheikh Mohammed bin Rashid al-Maktoum, Vice President and Prime Minister of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,29″ × 41″ abstract multicolored painting of a man sitting; held in a silver-tone frame,Transferred to General Services Administrations.,2008-08-07,"2,500.00"
http://www.state.gov/documents/organization/125713.pdf,2008,17.84,"White House Staff Member. Gillespie, Edward.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Jewelry set including a men’s diamond watch, diamond earrings, bracelet, cufflinks, and ring, and a Tiffany and Co. Atlas pen",Transferred to General Services Administrations.,2008-01-14,"13,200.00"
http://www.state.gov/documents/organization/125713.pdf,2008,18.88,"White House Staff Member. Gillespie, Edward.","His Excellency Dr. Hamid Karzai, President of the Islamic Republic of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,7″ × 41⁄2″ × 2″ lapis box with stone floral design on hinged lid,Transferred to General Services Administrations.,2008-05-17,420.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.89,"White House Staff Member. Gillespie, Edward.","His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Pair of black platinum plated Delta pens with ink and leather case,Handled pursuant to Secret Service policy.,2008-06-12,480.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.9,"White House Staff Member. Gillespie, Edward.","His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,5″ gold vermeil horse on a green marble stand,Transferred to General Services Administrations.,2008-01-14,350.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.91,"White House Staff Member. Hadley, Stephen.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Jewelry set including men’s and women’s watches, diamond ring, bracelet, earrings, and cufflinks, and a Tiffany and Co. Atlas pen",Transferred to General Services Administrations.,2008-01-14,"15,050.00"
http://www.state.gov/documents/organization/125713.pdf,2008,18.92,"White House Staff Member. Hadley, Stephen.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Clothing: Large brown robe with gold accents lined with wool; held in a green and white trunk,Transferred to General Services Administrations.,2008-01-15,550.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.93,"White House Staff Member. Hadley, Stephen.","His Excellency Ali Babacan, Minister of Foreign Affairs and Chief EU Negotiator of the Republic of Turkey.",Non-acceptance would cause embarrassment to donor and U.S. Government.,9″ sterling silver plate with blue and red floral design on tile insert,Transferred to General Services Administrations.,2008-06-05,602.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.94,"White House Staff Member. Hadley, Stephen.","His Excellency Dr. Manmohan Singh, Prime Minister of the Republic of India.",Non-acceptance would cause embarrassment to donor and U.S. Government.,61⁄4″ white octagon-shaped inlaid jewelry box with floral design on the lid,Transferred to General Services Administrations.,2008-09-26,390.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.95,"White House Staff Member. Hadley, Stephen.","His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Pair of black platinum plated Delta pens with ink and leather case,Transferred to General Services Administrations.,2008-06-12,480.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.96,"White House Staff Member. Hadley, Stephen.","His Excellency Syed Yousaf Raza Gillani, Prime Minister of the Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Black leather suitcase with combination locks,Transferred to General Services Administrations.,2008-08-05,356.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.97,"White House Staff Member. Hadley, Stephen.","His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,8″ gold vermeil ram on a green marble stand,Transferred to General Services Administrations.,2008-01-14,650.00
http://www.state.gov/documents/organization/125713.pdf,2008,18.98,"White House Staff Member. Hadley, Stephen.","His Highness Sheikh Mohammed bin Rashid al-Maktoum, Vice President and Prime Minister of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Framed 25″ × 31″ painting of a building and a palm tree by the beach,Transferred to General Services Administrations.,2008-08-08,650.00
http://www.state.gov/documents/organization/125713.pdf,2008,20.02,"White House Staff Member. Hadley, Stephen.","His Majesty Shaikh Hamad Bin Isa Bin Salman Al-Khalifa, King of the Kingdom of Bahrain.",Non-acceptance would cause embarrassment to donor and U.S. Government.,14″ gold vermeil statue of a camel and two trees on a green marble base,Transferred to General Services Administrations.,2008-03-26,"1,500.00"
http://www.state.gov/documents/organization/125713.pdf,2008,20.03,"White House Staff Member. Hagin, Joe.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Jewelry set including a men’s and women’s watch, diamond bracelet, earrings, cufflinks, and ring, and a Tiffany and Co. Atlas pen",Transferred to General Services Administrations.,2008-01-14,"10,290.00"
http://www.state.gov/documents/organization/125713.pdf,2008,20.04,"White House Staff Member. Hagin, Joe.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Large grey robe with gold accents lined with wool,Transferred to General Services Administrations.,2008-01-15,550.00
http://www.state.gov/documents/organization/125713.pdf,2008,20.05,"White House Staff Member. Hagin, Joe.","His Excellency Traian Basescu, President of Romania.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Silver business card holder, a book titled ‘‘Romania: Tourist Guide’’ by Maria Pascaru, a black leather attaché case, and a set of eight fabric art prints featuring black and white scenes of Bucharest",Transferred to General Services Administrations.,2008-04-02,389.00
http://www.state.gov/documents/organization/125713.pdf,2008,20.06,"White House Staff Member. Hagin, Joe.","His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,6’’ gold vermeil horse on a green marble stand; held in a green leather case,Transferred to General Services Administrations.,2008-01-14,500.00
http://www.state.gov/documents/organization/125713.pdf,2008,20.07,"White House Staff Member. Jeffrey, James.","His Excellency Edward Nalbandian, Minister of Foreign Affairs of the Republic of Armenia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,61⁄2″ × 8″ porcelain Hermès tray with multicolored rococo patterns and blue and gold lining,Transferred to General Services Administrations.,2008-07-14,600.00
http://www.state.gov/documents/organization/125713.pdf,2008,20.08,"White House Staff Member. LTG Lute, Douglas.","His Excellency Abdul Rahim Wardak, Minister of Defense of the Islamic Republic of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"69″ × 51″ Afghani rug with diamond pattern and burnt orange, beige, and maroon accents",Transferred to General Services Administrations.,2008-02-17,"1,000.00"
http://www.state.gov/documents/organization/125713.pdf,2008,20.09,"White House Staff Member. LTG Lute, Douglas.","His Excellency Abdul Rahim Wardak, Minister of Defense of the Islamic Republic of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"48″ × 70″ Afghani rug with diamond pattern and burnt orange, beige, and maroon accents",Transferred to General Services Administrations.,2008-05-09,480.00
http://www.state.gov/documents/organization/125713.pdf,2008,20.1,"White House Staff Member. McGurn, William J.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Eloga Wintime men’s watch with 2 dials, diamonds, and steel strap",Transferred to General Services Administrations.,2008-01-14,"1,450.00"
http://www.state.gov/documents/organization/125713.pdf,2008,21.14,"White House Staff Member. McGurn, William J.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Jewelry set with women’s watch, diamond cufflinks, earrings, bracelet, and ring, and a Tiffany and Co. Atlas pen",Transferred to General Services Administrations.,2008-01-14,"11,575.00"
http://www.state.gov/documents/organization/125713.pdf,2008,21.15,"White House Staff Member. McGurn, William J.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Dark blue robe with black accents lined with wool,Transferred to General Services Administrations.,2008-01-15,550.00
http://www.state.gov/documents/organization/125713.pdf,2008,21.16,"White House Staff Member. McGurn, William J.","His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,9″ gold vermeil statue of an Arab man with a bird on a green plastic stand,Transferred to General Services Administrations.,2008-01-14,400.00
http://www.state.gov/documents/organization/125713.pdf,2008,21.17,"White House Staff Member. McGurn, William J.","His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,7″ gold vermeil horse on a lapis stand,Transferred to General Services Administrations.,2008-01-14,500.00
http://www.state.gov/documents/organization/125713.pdf,2008,21.18,"White House Staff Member. Perino, Dana.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Jewelry set including men’s and women’s diamond watches, diamond bracelet, earrings, cufflinks, and ring, and a Tiffany and Co. Atlas pen",Transferred to General Services Administrations.,2008-01-14,"14,625.00"
