iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,mn_sat,tuition,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
337,6,1,12,1,13,10,4,4,5,3,324,0,0.15,1,23,2,40,10,15,20,10,5,1,1,7,9,7,6,1,3,6,2,28,5,"1,178.00","10,052.00",2,1,1,,,1,5,3,5,9,9,8,8,8,7,5,4,6,7,5,7,8,7,6,4,4,5,,17,17,17,17,16,16,20,16,16,16,16,16,16,17,17,17,17,16,6,6,6,6,6,6,6,6,6,6,0,6,6,7,7,6,5,5,5,0,5,,,,,,,,,,,,9,3,3,,,,,,,17,17,16,17,16,17,20,16,16,16,16,16,16,17,17,17,17,16,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2,1,4,2,14,20,11,11,2,11,351,1,0.46,0,35,4,15,15,30,15,15,10,1,7,7,7,7,7,7,7,7,2,30,1,,,2,1,1,,,1,4,3,1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,9,,20.51,14.53,24.79,17.09,5.98,17.09,25,25,20,10,10,10,33,17,16,33,0,1,7,7,9,8,8,7,7,8,10,8,1,7,7,8,7,7,7,7,8,0,7,,,,,,,,,,,,8,3,2,,,,,,,20,15,21,21,13,13,25,17,17,17,12,12,26.32,5.26,21.05,26.32,10.53,10.53,8,8,9,10,9,8,8,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,16,0,31,2,11,21,21,21,12,19,291,0,-0.12,1,27,4,20,20,15,15,12,18,1,6,9,8,7,6,6,7,7,2,26,10,,,4,2,2,,,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4,,20,30,10,15,10,15,20,20,20,10,20,10,20,30,20,10,20,10,7,6,5,7,7,6,6,7,6,5,0,4,7,7,6,7,7,5,6,0,0,40,25,10,10,5,10,5,5,5,5,5,1,1,2,,,,,,,40,30,7,8,7,8,10,35,40,5,5,5,50,15,7,11,7,10,8,8,8,7,7,8,8,8,7,7,0,0,0,,,17,20,13,17,13,20,20,20,13,20,10,17,20,15,15,20,10,20,20,15,15,20,10,20,7,9,5,6,5,7,8,6,6,4
396,18,0,35,2,15,19,6,6,15,4,400,0,0.15,0,26,2,70,5,20,3,1,1,0,4,8,7,7,6,,6,7,2,25,15,"1,011.00","9,729.00",4,1,5,"96,701","50,501.00",2,7,2,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,4,,15,18,18,18,15,16,16,15,18,18,18,15,20,15,15,18,14,18,8,10,10,10,8,8,10,10,10,9,1,8,9,9,7,9,5,8,3,2,3,15,18,18,18,14,17,8,9,8,9,8,7,1,2,18,16,16,18,14,18,16,18,18,16,14,18,17,16,16,18,15,18,18,15,16,18,15,18,8,9,9,9,8,7,10,8,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2,1,4,2,14,20,10,10,1,6,346,0,,0,,,,,,,,,0,7,8,9,7,9,3,6,5,2,30,1,,,2,1,1,,,1,4,3,1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,9,,20.51,14.53,24.79,17.09,5.98,17.09,25,25,20,10,10,10,33,17,16,33,0,1,7,7,9,8,8,7,7,8,10,8,1,8,8,7,7,7,8,8,8,0,7,,,,,,,,,,,,8,3,2,,,,,,,20,15,21,21,13,13,25,17,17,17,12,12,26.32,5.26,21.05,26.32,10.53,10.53,8,8,9,10,9,8,8,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,5,1,10,2,14,20,9,9,13,4,344,0,0.32,0,26,3,15,15,15,20,20,15,0,6,6,6,6,6,6,7,5,2,30,8,,,2,1,1,"94,130",,1,2,1,10,7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,8,,31.58,10.53,15.79,21.05,10.53,10.53,30,10,10,20,15,15,20,20,20,15,15,10,8,2,9,9,9,8,7,7,8,7,1,8,6,7,7,7,6,7,5,0,5,,,,,,,,,,,,5,1,2,,,,,,,30,10,15,15,10,20,50,10,10,10,10,10,25,20,15,15,10,15,8,4,6,6,6,8,2,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0,19,1,1,10,2,,5,3,13,1,-0.15,0,22,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,26,13,,,2,4,4,"19,335","48,652.00",2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,,,,,,,45,10,15,20,5,5,6,8,10,6,9,,,,,,1,6,10,10,10,6,,7,6,2,,,,,,,,,,,,,2,2,2,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,10,5,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,14,0,27,2,4,18,3,,5,17,110,0,0.36,1,28,2,20,20,15,15,5,25,0,5,7,8,5,9,6,6,6,2,27,8,,,2,3,2,"62,150",,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,6,25,15,20,20,20,0,,,,,,,50,10,10,20,5,5,8,9,8,9,10,,,,,,0,7,10,10,10,7,6,8,5,2,1,,,,,,,,,,,,2,3,3,,,,,,,35,15,15,15,15,5,,,,,,,,,,,,,7,10,8,6,10,,,,,,0,0,0,,,60,10,10,5,10,5,,,,,,,,,,,,,,,,,,,7,10,9,6,10,,,,,
342,2,0,3,2,14,18,2,2,16,10,370,0,-0.07,0,28,2,50,10,10,10,10,10,0,5,5,6,4,3,3,3,2,2,33,9,"1,290.00","21,645.00",3,2,1,,,1,6,3,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,,40,15,25,5,15,0,55,10,5,15,5,10,70,5,5,15,5,0,10,10,10,10,10,10,10,10,10,10,1,8,8,9,8,7,8,8,5,0,6,,,,,,,,,,,,9,1,2,,,,,,,60,10,10,10,10,0,45,25,5,25,0,0,65,5,5,25,0,0,10,10,10,9,10,10,9,10,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,18,0,35,2,11,21,20,20,18,18,290,0,0.73,1,34,2,30,10,30,10,5,15,1,7,6,7,6,5,5,6,4,2,24,7,"1,380.00","27,100.00",2,4,5,"8,904",,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6,,20,10,30,15,15,10,30,5,20,30,5,10,30,10,10,30,5,10,8,8,6,8,7,7,6,7,4,8,0,9,6,8,5,8,5,6,6,0,1,15,10,30,15,15,15,8,5,8,7,9,2,3,3,,,,,,,20,10,40,10,10,10,25,10,20,25,10,10,25,10,20,25,10,10,7,6,9,7,8,7,6,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,19,0,37,2,21,22,13,13,22,1,531,0,0.18,0,25,4,15,30,20,20,10,5,0,5,5,5,5,5,1,1,1,2,24,11,"1,290.00","15,309.00",6,5,5,"90,034","32,386.00",1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,,50,20,10,5,10,5,60,5,5,10,5,10,70,5,5,5,10,5,10,10,10,10,10,8,7,9,7,7,0,4,8,9,3,8,2,4,3,0,0,,,,,,,,,,,,5,1,2,40,10,10,10,10,20,25,10,10,10,10,35,40,10,10,10,10,20,50,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,15,0,28,2,12,14,10,10,1,4,311,0,0.28,1,29,4,50,20,10,10,5,5,0,5,8,6,7,5,6,7,8,2,27,9,"1,340.00","17,808.00",4,1,3,"22,003","57,316.00",5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,,10,20,20,15,20,15,15,20,20,15,20,10,30,10,20,20,10,10,5,8,7,8,8,5,8,8,7,8,1,7.5,8,8,7,7,5.5,7,5,0,2,,,,,,,,,,,,7,3,3,,,,,,,10,20,20,15,20,15,15,20,20,13,17,15,20,20,17,15,13,15,6,8,8,7,7,6,8,7,7,7,0,0,0,,,13,20,25,12,17,13,16,25,25,7,7,20,15,20,20,15,15,15,20,15,15,20,12,18,4,8,7,8,7,4,8,7,8,7
45,6,1,12,2,2,19,10,,8,4,24,0,-0.19,1,27,2,10,20,20,15,20,15,0,7,7,8,,8,,8,6,2,28,8,,,2,6,6,"10,012",,2,6,3,7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,7,7,25,15,25,15,0,20,,,,,,,20,20,20,10,10,20,7,8,6,8,7,,,,,,1,6,6,6,6,5,5,5,6,2,9,,,,,,,,,,,,7,3,3,,,,,,,25,25,0,25,0,25,,,,,,,,,,,,,7,8,8,6,7,,,,,,0,0,0,,,30,20,20,10,10,10,,,,,,,,,,,,,,,,,,,7,7,10,5,7,,,,,
285,13,1,26,2,11,21,13,13,10,4,255,0,-0.25,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,0,5,5,5,5,5,5,5,5,2,24,5,,,6,1,1,"10,025",,4,6,6,7,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,,20,20,25,25,5,5,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,8,10,10,8,10,1,3,3,3,3,3,3,3,3,0,5,30,20,10,10,20,10,9,9,9,9,9,7,1,2,,,,,,,30,10,20,20,10,10,30,10,20,20,10,10,30,10,20,20,10,10,9,9,9,9,9,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1,0,1,2,17,14,8,8,13,4,443,0,0.38,0,27,3,30,25,10,20,0,15,1,6,7,7,7,6,4,6,5,2,22,9,,"15,260.00",4,3,10,"94,539","65,498.00",1,6,2,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5,,10,25,15,20,15,15,25,20,10,30,10,5,25,10,10,30,10,15,5,8,8,5,8,5,8,6,9,9,0,5,8,8,7,8,2,6,2,2,0,10,25,10,20,15,20,5,8,5,9,8,4,1,2,10,25,10,25,10,20,10,25,15,20,10,20,20,20,15,25,10,10,25,25,10,25,10,5,5,8,5,9,8,5,9,6,9,9,0,0,0,,,10,25,15,20,10,20,10,30,10,15,10,25,20,20,10,25,15,10,20,20,15,20,15,10,5,8,5,9,7,6,9,7,9,8
93,18,0,35,2,4,18,18,,4,1,94,0,0.27,0,28,4,20,20,20,10,10,20,1,7,9,9,8,6,7,7,5,2,29,5,,,2,2,2,0,,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,2,14,20,18,24,18,6,,,,,,,30,15,15,20,10,10,8,8,8,8,7,,,,,,0,6,6,7,7,8,6,7,5,2,,,,,,,,,,,,,6,1,2,,,,,,,17,17,11,28,10,17,,,,,,,,,,,,,7,7,7,8,6,,,,,,0,1,1,,,18,18,18,18,10,18,,,,,,,,,,,,,,,,,,,8,8,8,8,7,,,,,
434,5,0,9,2,17,14,4,4,7,6,445,0,0.13,1,30,2,40,12,18,12,6,12,0,5,8,7,4,3,4,5,6,,27,11,"1,290.00","25,335.00",2,2,2,"20,816","81,266.00",1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,,30,15,15,30,0,10,30,20,10,20,10,10,40,10,10,25,0,15,7,7,8,6,4,8,7,7,8,4,0,7,9,7,7,7,7,7,8,2,1,40,10,20,10,5,15,8,9,8,9,7,6,3,2,60,10,10,10,5,5,40,10,20,15,5,10,30,20,20,10,10,10,40,5,10,20,0,25,8,8,8,8,7,7,8,8,8,7,1,1,1,1,,50,5,20,10,5,10,70,0,10,10,0,10,40,20,10,10,5,15,60,0,15,10,0,15,8,8,8,8,7,7,9,9,9,7
476,11,0,21,2,19,15,14,15,3,9,489,0,0.06,1,28,2,20,10,20,20,20,0,0,5,7,5,5,5,5,5,5,2,25,13,"1,149.00","15,004.00",2,1,3,"94,933","40,163.00",5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,,20,20,20,15,15,10,30,10,10,20,10,20,50,5,5,30,5,5,7,9,5,7,6,7,5,7,7,8,1,7,6,6,5,5,4,5,5,0,2,9,9,9,7,7,6,7,8,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,,30,20,20,10,10,10,50,30,10,10,0,0,40,5,5,10,30,10,50,0,0,40,0,10,8,8,8,8,9,7,8,7,8,7
437,8,0,15,2,17,14,12,12,9,7,446,0,0.34,0,28,3,30,20,25,15,10,0,0,5,10,8,8,7,6,7,5,2,23,11,"1,092.00","11,570.00",2,2,6,"28,804","29,746.00",1,4,1,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,,15,15,18,18,14,20,28,12,13,10,12,25,35,12,12,15,15,23,7,9,9,9,8,5,10,9,9,9,1,6,8,9,9,10,8,8,5,2,5,15,15,25,10,10,25,5,9,8,7,9,5,1,3,,,,,,,12,13,25,12,13,25,32,10,15,12,13,18,35,10,15,10,10,20,5,9,8,9,8,6,10,8,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1,1,2,2,4,18,15,,1,4,79,0,0.27,1,26,4,10,20,15,20,20,15,0,5,6,7,6,9,5,5,5,2,28,8,,,4,6,8,0,,2,6,3,7,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,2,20,20,20,10,10,20,,,,,,,50,0,30,20,0,0,6,9,9,9,7,,,,,,0,7,7,8,8,6,9,8,6,2,4,,,,,,,,,,,,7,1,2,,,,,,,20,20,20,10,20,10,,,,,,,,,,,,,7,9,8,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,8,1,16,2,15,18,5,17,7,3,381,0,0.24,1,24,2,20,10,20,35,5,10,0,8,7,6,6,5,5,7,5,2,23,5,,,2,1,4,"78,230",,2,5,2,7,10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,7,,25,14,25,25,3,8,27,10,20,25,4,14,10,16,24,24,20,6,6,9,7,8,8,8,6,8,7,6,1,7,6,5,4,5,,7,4,2,6,25,11,23,23,19,9,6,8,8,8,9,5,1,3,22,12,20,24,12,10,27,10,25,25,6,7,30,12,14,20,12,12,30,20,20,20,10,10,7,9,9,8,8,9,6,8,8,7,0,2,1,1,2,22,25,22,22,5,4,27,15,22,22,5,9,25,5,25,25,5,15,25,10,25,25,10,5,8,8,9,8,9,9,7,7,8,7
538,8,1,16,2,21,22,22,8,15,5,513,0,0.07,1,23,2,20,20,20,20,5,15,0,6,4,4,4,,,,9,2,32,5,,,2,1,1,"12,563",,1,4,2,7,8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,6,,50,0,10,30,0,10,40,10,10,20,0,20,40,20,0,30,10,0,7,8,9,8,8,7,8,9,9,9,1,8,5,6,7,7,6,5,5,0,4,,,,,,,,,,,,3,3,2,70,0,0,30,0,0,70,0,0,30,0,0,50,20,10,20,0,0,50,10,10,20,10,0,7,4,9,8,8,7,8,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,8,1,15,1,5,10,9,,10,2,113,0,0.32,1,21,2,15,15,25,25,15,5,0,6,9,7,8,7,9,9,8,2,,8,,,2,1,1,"7,936",,3,3,3,7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,10,40,20,20,20,,,,,,,,,40,21,10,10,10,10,8,8,8,8,8,,,,,,0,7,8,8,7,7,7,7,7,2,5,,,,,,,,,,,,6,3,3,,,,,,,30,5,20,30,5,10,,,,,,,,,,,,,8,7,8,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,5,1,10,1,5,10,9,,6,2,113,1,0.44,1,21,2,15,15,25,25,15,5,1,6,9,8,7,7,6,7,7,2,22,7,,,2,7,5,"10,021","55,080.00",4,6,3,4,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,5,25,40,15,10,5,5,,,,,,,20,20,15,20,15,10,9,10,9,9,9,,,,,,1,6,8,9,9,8,6,7,8,2,1,,,,,,,,,,,,6,1,3,,,,,,,20,20,20,30,0,10,,,,,,,,,,,,,8,10,9,9,9,,,,,,2,2,1,,1,20,25,15,15,10,15,,,,,,,,,,,,,,,,,,,9,10,9,10,9,,,,,
106,13,1,26,2,4,18,18,,16,18,93,0,0.37,0,29,2,14,20,18,24,18,6,0,7,7,7,7,7,7,7,6,2,22,1,,,3,1,3,"76,513","23,361.00",5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,2,10,20,35,10,5,20,,,,,,,20,15,20,20,5,20,4,7,3,9,2,,,,,,1,9,10,10,8,8,8,10,6,2,4,,,,,,,,,,,,8,3,3,,,,,,,15,30,30,10,5,10,,,,,,,,,,,,,5,9,9,5,2,,,,,,0,1,1,,,20,20,35,5,10,10,,,,,,,,,,,,,,,,,,,3,7,9,3,4,,,,,
530,22,0,43,2,21,22,2,2,12,7,537,0,0.1,1,22,4,20,5,25,25,5,20,0,4,7,6,4,4,2,5,4,2,22,5,,,4,1,1,"471,001",,2,7,3,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,8,,20,20,10,15,5,30,30,20,20,10,10,10,40,10,10,10,10,20,3,9,9,9,7,3,9,9,6,6,1,7,8,7,8,8,8,6,5,0,6,,,,,,,,,,,,8,1,1,10,20,10,25,5,30,10,20,10,20,10,30,30,20,10,20,10,10,30,20,10,15,10,15,3,8,9,8,8,3,7,7,6,6,0,0,0,,,15,15,15,15,15,25,15,15,15,15,15,25,25,20,10,15,10,15,25,20,10,15,10,15,6,9,5,7,5,3,8,8,5,5
290,18,1,36,2,11,21,16,16,14,20,271,0,0.42,1,23,2,10,15,40,15,10,10,1,6,7,7,6,6,7,7,6,2,34,10,,,2,2,6,,,2,5,2,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,,30,10,30,10,5,15,30,30,10,20,5,5,15,5,20,30,25,5,5,4,5,10,9,5,7,10,5,7,0,3,5,6,6,5,4,4,4,0,2,30,10,30,10,5,15,5,4,10,5,9,5,1,3,,,,,,,30,10,30,10,5,15,30,20,10,30,5,5,20,5,20,25,25,5,5,4,10,5,9,5,7,10,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,0,1,2,7,16,9,9,2,2,159,1,-0.57,1,28,2,15.91,20.45,20.45,20.45,11.36,11.36,1,7,7,7,6,,4,7,5,2,24,13,,,2,1,4,"92,075","50,745.00",1,5,2,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,9,9,9,10,7,,,,,,1,5,10,9,8,7,5,9,9,0,,14.58,16.67,20.83,20.83,14.58,12.5,9,10,10,9,8,8,3,3,,,,,,,14.29,18.37,20.41,20.41,14.29,12.24,8,6,7,9,7,7,19.15,17.02,14.89,19.15,14.89,14.89,8,10,10,8,6,,,,,,0,3,0,0,1,15.91,18.18,20.45,20.45,13.64,11.36,,,,,,,7,9,7,7,8,8,9,7,7,9,7,,9,12,12,12,7,,,,,
350,10,0,19,2,14,18,3,3,15,12,372,0,0.09,1,27,2,30,15,15,20,5,15,1,9,8,7,6,5,5,7,5,2,31,10,"1,014.00","11,132.00",2,9,5,"7,760",,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,6,6,7,6,6,5,5,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1,0,1,2,11,21,18,18,6,15,287,0,0.5,0,22,4,35,40,5,5,7,8,1,7,7,7,7,6,,6,6,2,28,13,,,3,1,1,"11,910",,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,25,25,25,25,0,30,20,10,30,0,10,20,5,20,20,20,15,9,9,9,9,10,9,10,8,7,7,0,1,2,3,1,5,8,1,5,0,2,10,20,20,20,20,10,8,8,8,10,9,4,1,2,,,,,,,10,20,20,20,20,10,40,10,10,10,10,20,40,10,10,10,10,20,8,9,8,9,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,12,0,23,2,2,16,18,,9,12,51,0,-0.41,0,23,2,25,10,35,15,0,15,0,8,7,7,9,5,4,8,1,2,27,3,,,4,1,1,"8,820",,1,4,2,2,4,1,5,9,5,5,1,2,4,9,6,6,7,5,8,10,9,3,0,50,0,50,0,0,0,,,,,,,95,0,0,5,0,0,7,5,9,9,7,,,,,,0,5,6,7,6,7,5,5,3,2,0,,,,,,,,,,,,5,3,2,,,,,,,75,10,15,0,0,0,,,,,,,,,,,,,7,5,9,9,9,,,,,,0,0,0,,,50,0,30,20,0,0,,,,,,,,,,,,,,,,,,,7,8,10,8,9,,,,,
3,3,0,5,1,1,10,9,,8,6,16,0,-0.3,1,25,2,50,0,30,10,0,10,1,7,6,6,6,6,6,6,7,2,25,2,,,2,8,4,"6,268",,6,3,1,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,2,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8,,,,,,0,8,10,10,7,9,9,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2,1,4,2,17,11,12,6,6,8,437,1,0.14,1,23,2,15,15,18,18,14,20,1,7,7,9,8,9,8,7,,,24,1,,"26,892.00",2,4,2,"6,437",,2,7,1,1,6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2,7,,35,10,25,20,5,5,50,0,20,20,0,10,50,0,0,25,25,0,8,7,8,9,8,7,4,9,9,5,1,8,8,8,8,7,8,9,7,2,,60,10,15,15,0,0,7,6,9,9,8,7,1,3,40,10,20,20,5,5,60,5,20,10,0,5,50,10,10,10,10,10,30,20,20,10,10,10,8,7,9,8,8,7,5,8,10,9,1,0,0,,,50,15,15,15,0,5,75,15,10,0,0,0,70,5,5,10,0,10,50,20,5,10,10,5,7,7,9,7,8,6,5,6,5,8
524,16,0,31,2,21,22,11,11,17,2,532,1,-0.27,1,26,4,25,20,20,20,5,10,1,7,9,8,8,6,5,8,5,2,25,4,"1,430.00","26,908.00",4,9,6,"48,306","72,412.00",2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,,15,20,25,20,10,10,30,10,15,20,15,10,35,10,15,20,10,10,5,9,7,8,7,5,9,9,7,7,1,3,9,9,5,7,3,4,5,0,3,,,,,,,,,,,,8,3,3,20,25,25,15,10,5,20,20,20,15,15,10,25,15,15,20,10,15,25,15,15,20,10,15,6,10,8,8,8,5,9,8,7,8,2,3,1,1,1,15,15,20,15,20,15,20,20,20,15,15,10,30,10,10,20,10,20,35,10,15,20,10,10,6,9,8,8,8,6,9,8,7,9
526,18,0,35,2,21,22,14,14,16,21,551,0,0.41,0,27,1,40,20,20,20,0,0,0,7,7,7,7,7,7,8,1,1,26,11,"1,188.00","11,311.00",3,5,2,,,1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,,10,10,30,20,10,15,50,5,10,20,10,5,50,10,10,10,10,10,3,6,9,7,10,3,6,8,9,9,1,10,5,8,6,9,8,8,1,1,2,,,,,,,,,,,,3,2,2,65,5,10,10,5,5,30,5,20,20,15,15,70,5,5,5,10,5,70,5,5,10,5,5,5,5,5,9,6,2,3,5,8,5,0,1,1,1,1,50,10,10,10,10,10,70,5,5,5,5,10,80,5,5,5,5,0,80,5,5,5,0,5,4,3,3,7,7,2,4,4,7,7
196,3,0,5,2,9,20,5,5,16,4,217,0,0.52,0,26,2,21.28,17.02,21.28,12.77,6.38,21.28,0,4,7,8,5,4,6,7,6,2,25,7,,,4,1,6,,,1,1,1,2,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,,17.65,17.65,17.65,15.69,15.69,15.69,8,8,7,7,7,7,18.75,18.75,16.67,16.67,14.58,14.58,9,9,9,9,9,,,,,,1,6,8,7,6,7,9,8,8,1,,15.56,17.78,17.78,15.56,15.56,17.78,,,,,,2,3,3,,,,,,,17.39,17.39,17.39,15.22,15.22,17.39,8,7,8,8,7,6,21.62,16.22,16.22,18.92,13.51,13.51,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,12,0,23,2,4,18,9,,15,2,95,0,0.21,1,26,2,18,18,18,19,13,14,0,6,7,6,6,6,6,6,4,2,23,11,,,2,8,10,"7,746",,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,10,15,15,20,15,15,20,,,,,,,15,15,20,15,15,20,9,9,9,9,9,,,,,,0,2,2,2,2,2,1,1,5,2,,,,,,,,,,,,,1,3,2,,,,,,,25,15,20,25,10,5,,,,,,,,,,,,,9,9,9,9,9,,,,,,0,1,0,,,50,15,20,15,20,10,,,,,,,,,,,,,,,,,,,10,10,9,10,10,,,,,
